schema_version,status,board_id,coordinate_space,slot_id,designator,designator_source,expected_class,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg_observed,rotation_source,footprint,layer,proposal_source,confidence,upstream_text,review_reasons
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0001,U_AUTO_0001,synthetic_auto_not_ocr,ic,1771.943909,802.466942,1756.880890,791.614594,1787.006927,813.319290,,unknown,,,current_component_detector,0.287992,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0002,C_AUTO_0001,synthetic_auto_not_ocr,capacitor,1618.157150,861.435921,1566.153900,808.183578,1670.160400,914.688263,,unknown,,,current_component_detector,0.389320,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0003,C_AUTO_0002,synthetic_auto_not_ocr,capacitor,2066.504059,863.967445,2017.833008,812.547409,2115.175110,915.387482,,unknown,,,current_component_detector,0.464481,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0004,C_AUTO_0003,synthetic_auto_not_ocr,capacitor,2162.826538,906.297409,2111.448425,851.382080,2214.204651,961.212738,,unknown,,,current_component_detector,0.472945,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0005,C_AUTO_0004,synthetic_auto_not_ocr,capacitor,2359.965546,916.889259,2290.629700,846.261246,2429.301392,987.517273,,unknown,,,current_component_detector,0.527298,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0006,U_AUTO_0002,synthetic_auto_not_ocr,ic,1973.453339,951.138596,1933.689453,911.447906,2013.217224,990.829285,,unknown,,,current_component_detector,0.321245,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0007,U_AUTO_0003,synthetic_auto_not_ocr,ic,1763.452759,951.879333,1722.739197,912.862457,1804.166321,990.896210,,unknown,,,current_component_detector,0.269479,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0008,C_AUTO_0005,synthetic_auto_not_ocr,capacitor,1663.976036,953.638733,1609.050308,897.815125,1718.901764,1009.462341,,unknown,,,current_component_detector,0.433731,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0009,C_AUTO_0006,synthetic_auto_not_ocr,capacitor,2067.251678,954.977417,2015.617249,900.795471,2118.886108,1009.159363,,unknown,,,current_component_detector,0.288298,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_019,source_image_pixels,slot_0010,C_AUTO_0007,synthetic_auto_not_ocr,capacitor,1865.280792,958.572708,1805.888702,899.293915,1924.672882,1017.851501,,unknown,,,current_component_detector,0.571539,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
