schema_version,status,board_id,coordinate_space,slot_id,designator,designator_source,expected_class,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg_observed,rotation_source,footprint,layer,proposal_source,confidence,upstream_text,review_reasons
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0001,D_AUTO_0001,synthetic_auto_not_ocr,diode,3641.226440,739.516539,3593.894775,720.303242,3688.558105,758.729836,,unknown,,,current_component_detector,0.356996,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0002,C_AUTO_0001,synthetic_auto_not_ocr,capacitor,3601.762817,773.098198,3584.714111,762.323601,3618.811523,783.872795,,unknown,,,current_component_detector,0.275665,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0003,R_AUTO_0001,synthetic_auto_not_ocr,resistor,3555.201050,821.629673,3541.593506,803.455559,3568.808594,839.803787,,unknown,,,current_component_detector,0.362263,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0004,R_AUTO_0002,synthetic_auto_not_ocr,resistor,3617.251465,829.261765,3586.153076,810.896225,3648.349854,847.627304,,unknown,,,current_component_detector,0.405596,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0005,D_AUTO_0002,synthetic_auto_not_ocr,diode,3584.371826,905.628143,3535.185303,885.799194,3633.558350,925.457092,,unknown,,,current_component_detector,0.534536,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0006,R_AUTO_0003,synthetic_auto_not_ocr,resistor,3374.477234,940.465614,3351.267212,928.364212,3397.687256,952.567017,,unknown,,,current_component_detector,0.473975,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0007,R_AUTO_0004,synthetic_auto_not_ocr,resistor,3443.428894,940.951797,3414.255127,927.521179,3472.602661,954.382416,,unknown,,,current_component_detector,0.462941,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0008,R_AUTO_0005,synthetic_auto_not_ocr,resistor,3245.016113,941.296173,3216.883911,926.977173,3273.148315,955.615173,,unknown,,,current_component_detector,0.389665,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0009,R_AUTO_0006,synthetic_auto_not_ocr,resistor,3172.228699,941.571068,3144.541626,927.314438,3199.915771,955.827698,,unknown,,,current_component_detector,0.572618,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_013,source_image_pixels,slot_0010,R_AUTO_0007,synthetic_auto_not_ocr,resistor,2912.184570,942.679329,2888.598633,928.070877,2935.770508,957.287781,,unknown,,,current_component_detector,0.473699,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
