schema_version,status,board_id,coordinate_space,slot_id,designator,designator_source,expected_class,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg_observed,rotation_source,footprint,layer,proposal_source,confidence,upstream_text,review_reasons
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0001,U_AUTO_0001,synthetic_auto_not_ocr,ic,3004.000000,621.000000,2963.406738,581.052612,3044.593262,660.947388,-42.620600,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0002,R_AUTO_0001,synthetic_auto_not_ocr,resistor,3083.934143,626.722679,3061.147339,603.733597,3106.720947,649.711761,,unknown,,,current_component_detector,0.488946,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0003,U_AUTO_0002,synthetic_auto_not_ocr,ic,3096.909241,701.020370,3058.337646,665.039337,3135.480835,737.001404,,unknown,,,current_component_detector,0.303108,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0004,U_AUTO_0003,synthetic_auto_not_ocr,ic,2891.000000,706.000000,2851.510498,667.068359,2930.489502,744.931641,-42.620000,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0005,R_AUTO_0002,synthetic_auto_not_ocr,resistor,2970.202484,710.409927,2947.481445,687.172333,2992.923523,733.647522,,unknown,,,current_component_detector,0.428879,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0006,U_AUTO_0004,synthetic_auto_not_ocr,ic,2934.199127,749.758301,2895.890198,714.732452,2972.508057,784.784149,,unknown,,,current_component_detector,0.331959,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0007,U_AUTO_0005,synthetic_auto_not_ocr,ic,2976.009308,792.392715,2937.841980,754.741455,3014.176636,830.043976,,unknown,,,current_component_detector,0.678659,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0008,C_AUTO_0001,synthetic_auto_not_ocr,capacitor,3241.561096,822.137451,3197.196533,776.831726,3285.925659,867.443176,,unknown,,,current_component_detector,0.338127,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0009,C_AUTO_0002,synthetic_auto_not_ocr,capacitor,2838.203735,867.797592,2805.644775,835.742798,2870.762695,899.852386,,unknown,,,current_component_detector,0.295240,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0010,C_AUTO_0003,synthetic_auto_not_ocr,capacitor,2840.954773,871.247101,2800.820618,833.648804,2881.088928,908.845398,,unknown,,,current_component_detector,0.347981,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0011,C_AUTO_0004,synthetic_auto_not_ocr,capacitor,2797.602081,916.095901,2751.593689,872.141205,2843.610474,960.050598,,unknown,,,current_component_detector,0.304029,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0012,U_AUTO_0006,synthetic_auto_not_ocr,ic,2971.000000,923.000000,2933.141113,886.880066,3008.858887,959.119934,-40.135487,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0013,U_AUTO_0007,synthetic_auto_not_ocr,ic,3014.000000,972.000000,2975.681641,933.970703,3052.318359,1010.029297,-43.698048,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_018,source_image_pixels,slot_0014,C_AUTO_0005,synthetic_auto_not_ocr,capacitor,3123.040039,984.494049,3112.726440,974.524231,3133.353638,994.463867,,unknown,,,current_component_detector,0.259022,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
