schema_version,status,board_id,coordinate_space,slot_id,designator,designator_source,expected_class,center_x_px,center_y_px,x1_px,y1_px,x2_px,y2_px,rotation_deg_observed,rotation_source,footprint,layer,proposal_source,confidence,upstream_text,review_reasons
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0001,R_AUTO_0001,synthetic_auto_not_ocr,resistor,2163.803543,507.695305,2144.573578,498.205521,2183.033508,517.185089,,unknown,,,current_component_detector,0.261858,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0002,U_AUTO_0001,synthetic_auto_not_ocr,ic,3565.130188,513.509686,3491.437378,491.127975,3638.822998,535.891396,,unknown,,,current_component_detector,0.554984,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0003,R_AUTO_0002,synthetic_auto_not_ocr,resistor,1862.271652,518.089642,1851.524399,502.936295,1873.018906,533.242989,,unknown,,,current_component_detector,0.400162,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0004,U_AUTO_0002,synthetic_auto_not_ocr,ic,4187.000000,550.000000,4157.502930,514.095154,4216.497070,585.904846,-0.806929,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0005,C_AUTO_0001,synthetic_auto_not_ocr,capacitor,2039.576782,552.353451,2004.112823,516.608864,2075.040741,588.098038,,unknown,,,current_component_detector,0.433220,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0006,C_AUTO_0002,synthetic_auto_not_ocr,capacitor,2850.408264,602.193298,2838.827271,594.210648,2861.989258,610.175949,,unknown,,,current_component_detector,0.287830,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0007,C_AUTO_0003,synthetic_auto_not_ocr,capacitor,2919.714355,602.301041,2908.083130,593.347137,2931.345581,611.254944,,unknown,,,current_component_detector,0.333215,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0008,U_AUTO_0003,synthetic_auto_not_ocr,ic,3812.528076,602.369980,3792.824707,557.597305,3832.231445,647.142654,,unknown,,,current_component_detector,0.307609,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0009,C_AUTO_0004,synthetic_auto_not_ocr,capacitor,2781.504150,602.783417,2769.789185,594.857605,2793.219116,610.709229,,unknown,,,current_component_detector,0.287211,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0010,C_AUTO_0005,synthetic_auto_not_ocr,capacitor,2816.421936,602.840248,2806.065918,594.962524,2826.777954,610.717972,,unknown,,,current_component_detector,0.317486,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0011,C_AUTO_0006,synthetic_auto_not_ocr,capacitor,2885.077515,603.168358,2873.562622,594.412018,2896.592407,611.924698,,unknown,,,current_component_detector,0.365404,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0012,C_AUTO_0007,synthetic_auto_not_ocr,capacitor,2748.603638,603.169220,2737.661133,594.807617,2759.546143,611.530823,,unknown,,,current_component_detector,0.258251,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0013,U_AUTO_0004,synthetic_auto_not_ocr,ic,1823.000000,610.000000,1755.004028,563.269043,1890.995972,656.730957,-0.622756,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0014,U_AUTO_0005,synthetic_auto_not_ocr,ic,4299.068359,648.610596,4275.080811,586.995728,4323.055908,710.225464,,unknown,,,current_component_detector,0.642690,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0015,R_AUTO_0003,synthetic_auto_not_ocr,resistor,3687.790405,665.760780,3670.207520,652.701736,3705.373291,678.819824,,unknown,,,current_component_detector,0.305916,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0016,R_AUTO_0004,synthetic_auto_not_ocr,resistor,3459.682800,666.120071,3444.298706,653.485519,3475.066895,678.754623,,unknown,,,current_component_detector,0.303845,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0017,U_AUTO_0006,synthetic_auto_not_ocr,ic,4066.000000,667.000000,4028.578857,635.496155,4103.420898,698.503845,-0.784825,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0018,U_AUTO_0007,synthetic_auto_not_ocr,ic,4187.000000,674.000000,4155.496094,637.567017,4218.503906,710.432983,-89.193069,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0019,U_AUTO_0008,synthetic_auto_not_ocr,ic,4067.000000,770.000000,4030.072021,738.002991,4103.928223,801.997009,-89.215179,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0020,U_AUTO_0009,synthetic_auto_not_ocr,ic,4186.000000,795.000000,4154.877930,756.608521,4217.122070,833.391479,-88.264297,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0021,U_AUTO_0010,synthetic_auto_not_ocr,ic,3668.000000,835.000000,3551.500000,721.000000,3784.500000,949.000000,-90.000000,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0022,R_AUTO_0005,synthetic_auto_not_ocr,resistor,4272.819336,845.188721,4257.923340,833.654358,4287.715332,856.723083,,unknown,,,current_component_detector,0.269962,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0023,U_AUTO_0011,synthetic_auto_not_ocr,ic,4305.245728,909.321198,4288.985107,867.644470,4321.506348,950.997925,,unknown,,,current_component_detector,0.480243,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0024,C_AUTO_0008,synthetic_auto_not_ocr,capacitor,1747.187218,1147.394989,1734.750328,1135.441956,1759.624107,1159.348022,,unknown,,,current_component_detector,0.323518,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0025,U_AUTO_0012,synthetic_auto_not_ocr,ic,1818.000000,1168.000000,1773.013672,1126.426270,1862.986328,1209.573730,-1.414423,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0026,U_AUTO_0013,synthetic_auto_not_ocr,ic,1993.621979,1199.707794,1972.023590,1179.586914,2015.220367,1219.828674,,unknown,,,current_component_detector,0.250777,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0027,C_AUTO_0009,synthetic_auto_not_ocr,capacitor,2907.193970,1271.799774,2897.214111,1261.790833,2917.173828,1281.808716,,unknown,,,current_component_detector,0.334936,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0028,U_AUTO_0014,synthetic_auto_not_ocr,ic,3512.000000,1295.000000,3461.001221,1225.635864,3562.998779,1364.364136,-0.415180,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0029,C_AUTO_0010,synthetic_auto_not_ocr,capacitor,2873.574463,1300.222687,2863.014282,1287.226807,2884.134644,1313.218567,,unknown,,,current_component_detector,0.448015,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0030,C_AUTO_0011,synthetic_auto_not_ocr,capacitor,2843.044434,1324.298615,2832.289795,1313.238892,2853.799072,1335.358337,,unknown,,,current_component_detector,0.290783,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0031,C_AUTO_0012,synthetic_auto_not_ocr,capacitor,3407.796326,1345.538910,3396.821777,1335.520752,3418.770874,1355.557068,,unknown,,,current_component_detector,0.266727,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0032,R_AUTO_0006,synthetic_auto_not_ocr,resistor,3591.602234,1390.163483,3580.283936,1376.100952,3602.920532,1404.226013,,unknown,,,current_component_detector,0.254347,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0033,C_AUTO_0013,synthetic_auto_not_ocr,capacitor,2653.369141,1525.967896,2640.839172,1514.500000,2665.899109,1537.435791,,unknown,,,current_component_detector,0.322009,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0034,C_AUTO_0014,synthetic_auto_not_ocr,capacitor,2700.234192,1530.765076,2686.878601,1517.445557,2713.589783,1544.084595,,unknown,,,current_component_detector,0.439933,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0035,R_AUTO_0007,synthetic_auto_not_ocr,resistor,1990.282837,1575.574585,1978.609283,1562.340088,2001.956390,1588.809082,,unknown,,,current_component_detector,0.346086,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0036,C_AUTO_0015,synthetic_auto_not_ocr,capacitor,2024.807083,1689.473511,2014.714661,1669.561768,2034.899506,1709.385254,,unknown,,,current_component_detector,0.344319,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0037,R_AUTO_0008,synthetic_auto_not_ocr,resistor,3746.939392,1901.713501,3730.889038,1883.058105,3762.989746,1920.368896,,unknown,,,current_component_detector,0.276502,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0038,C_AUTO_0016,synthetic_auto_not_ocr,capacitor,2322.000641,1995.224487,2300.420837,1985.717896,2343.580444,2004.731079,,unknown,,,current_component_detector,0.484362,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0039,C_AUTO_0017,synthetic_auto_not_ocr,capacitor,2249.846588,1997.077393,2229.526184,1986.507080,2270.166992,2007.647705,,unknown,,,current_component_detector,0.404069,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0040,J_AUTO_0001,synthetic_auto_not_ocr,connector,1797.070812,2043.406677,1733.581673,1991.891602,1860.559952,2094.921753,,unknown,,,current_component_detector,0.380948,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0041,U_AUTO_0015,synthetic_auto_not_ocr,ic,3272.000000,2139.000000,3194.993652,2033.631592,3349.006348,2244.368408,-89.723213,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0042,U_AUTO_0016,synthetic_auto_not_ocr,ic,3064.000000,2160.000000,3009.811523,2095.511475,3118.188477,2224.488525,-88.919083,upstream_opencv_rotated_rect_not_verified_pnp,,,pcb_dslr_upstream_ic_annotation,1.000000,,verify_refdes;verify_footprint;verify_layer;rotation_not_manufacturing_verified
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0043,C_AUTO_0018,synthetic_auto_not_ocr,capacitor,2867.725281,2197.317810,2858.291504,2188.174805,2877.159058,2206.460815,,unknown,,,current_component_detector,0.289012,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
aoi-pnp-draft-source-pixels/1.0,NEEDS_REVIEW,pcb_dslr_030,source_image_pixels,slot_0044,U_AUTO_0017,synthetic_auto_not_ocr,ic,2765.773560,2207.558472,2671.340576,2154.064453,2860.206543,2261.052490,,unknown,,,current_component_detector,0.350230,,verify_refdes;verify_footprint;verify_layer;rotation_unknown
